marker_name,time_stamp,time_stamp2,bout_duration,new_bout,total_bouts,bin,total_bout_duration
North West,36.233,40.3996,4.1666000000000025,1,1,1,4.1666000000000025
North West,108.899,115.232,6.332999999999998,1,2,2,10.499600000000001
North West,116.165,119.532,3.3669999999999902,1,3,2,13.866599999999991
North West,131.965,136.599,4.633999999999986,1,4,3,18.500599999999977
North West,152.265,153.032,0.7670000000000243,1,5,3,19.2676
North West,174.298,178.732,4.4339999999999975,1,6,3,23.7016
North West,180.732,181.898,1.1659999999999968,1,7,4,24.867599999999996
South East,12.6666,14.3999,1.7332999999999998,1,1,1,1.7332999999999998
South East,17.8998,23.8998,6,1,2,1,7.7333
South East,66.3327,75.1659,8.83319999999999,1,3,2,16.56649999999999
South East,83.7325,93.3324,9.599900000000005,1,4,2,26.166399999999996
South East,94.3324,98.899,4.566599999999994,1,5,2,30.73299999999999
South East,102.099,108.032,5.932999999999993,1,6,2,36.66599999999998
South East,123.965,128.765,4.799999999999983,1,7,3,41.465999999999966
South East,137.532,142.965,5.432999999999993,1,8,3,46.89899999999996
South East,192.031,197.531,5.5,1,9,4,52.39899999999996
