marker_name,time_stamp,time_stamp2,bout_duration,new_bout,total_bouts,bin,total_bout_duration
North West,8.8999,9.66657,0.7666699999999995,1,1,1,0.7666699999999995
North West,35.6663,37.4663,1.7999999999999972,1,2,1,2.5666699999999967
North West,64.666,67.666,3,1,3,2,5.566669999999997
North West,70.3326,71.0326,0.7000000000000028,1,4,2,6.2666699999999995
North West,72.5326,74.8326,2.299999999999997,1,5,2,8.566669999999997
North West,79.2326,81.2992,2.066599999999994,1,6,2,10.63326999999999
North West,93.1657,93.6657,0.5,1,7,2,11.13326999999999
North West,101.532,102.732,1.2000000000000028,1,8,2,12.333269999999994
North West,103.799,106.832,3.032999999999987,1,9,2,15.36626999999998
North West,124.232,125.732,1.5,1,10,3,16.86626999999998
North West,166.098,167.098,1,1,11,3,17.86626999999998
North West,181.832,183.798,1.9660000000000082,1,12,4,19.832269999999987
North West,190.731,191.665,0.9339999999999975,1,13,4,20.766269999999984
South East,10.2332,11.9666,1.7333999999999996,1,1,1,1.7333999999999996
South East,14.4665,17.7331,3.2666000000000004,1,2,1,5
South East,21.0998,23.7998,2.700000000000003,1,3,1,7.700000000000003
South East,25.8998,26.7331,0.8333000000000013,1,4,1,8.533300000000004
South East,37.8996,41.7996,3.8999999999999986,1,5,1,12.433300000000003
South East,98.0323,99.7323,1.6999999999999886,1,6,2,14.133299999999991
South East,107.732,108.399,0.6670000000000016,1,7,2,14.800299999999993
South East,122.665,123.465,0.7999999999999972,1,8,3,15.60029999999999
South East,149.732,150.899,1.1670000000000016,1,9,3,16.76729999999999
South East,151.732,155.098,3.366000000000014,1,10,3,20.133300000000006
South East,159.398,159.865,0.46700000000001296,1,11,3,20.60030000000002
South East,188.098,190.098,2,1,12,4,22.60030000000002
