marker_name,time_stamp,time_stamp2,bout_duration,new_bout,total_bouts,bin,total_bout_duration
North West,74.9326,76.9326,2,1,1,2,2
North West,88.7991,89.2325,0.433400000000006,1,2,2,2.433400000000006
North West,108.099,112.666,4.566999999999993,1,3,2,7.000399999999999
North West,125.299,125.999,0.6999999999999886,1,4,3,7.700399999999988
North West,131.365,136.232,4.86699999999999,1,5,3,12.567399999999978
North West,175.932,179.498,3.5660000000000025,1,6,3,16.13339999999998
South East,11.2332,13.0332,1.8000000000000007,1,1,1,1.8000000000000007
South East,51.7328,52.5328,0.8000000000000043,1,2,1,2.600000000000005
South East,73.3659,74.0992,0.7332999999999998,1,3,2,3.333300000000005
South East,146.365,147.999,1.6339999999999861,1,4,3,4.967299999999991
South East,148.532,158.365,9.832999999999998,1,5,3,14.80029999999999
South East,179.932,182.998,3.0660000000000025,1,6,3,17.866299999999992
