marker_name,time_stamp,time_stamp2,bout_duration,new_bout,total_bouts,bin,total_bout_duration
North West,63.5327,64.5994,1.0667000000000044,1,1,2,1.0667000000000044
North West,66.2327,68.966,2.7333,1,2,2,3.8000000000000043
North West,80.7325,85.7991,5.066599999999994,1,3,2,8.866599999999998
North West,99.599,100.666,1.066999999999993,1,4,2,9.933599999999991
North West,106.032,107.466,1.4339999999999975,1,5,2,11.367599999999989
North West,111.932,124.599,12.667000000000002,1,6,2,24.03459999999999
North West,140.665,141.965,1.3000000000000114,1,7,3,25.334600000000002
North West,180.098,182.432,2.3339999999999748,1,8,4,27.668599999999977
North West,185.031,185.665,0.6339999999999861,1,9,4,28.302599999999963
North West,186.931,188.665,1.7339999999999804,1,10,4,30.036599999999943
North West,190.231,193.031,2.8000000000000114,1,11,4,32.836599999999954
North West,214.665,215.598,0.9330000000000211,1,12,4,33.769599999999976
North West,231.364,231.864,0.5,1,13,4,34.269599999999976
North West,258.964,264.431,5.4669999999999845,1,14,5,39.73659999999996
North West,265.097,265.864,0.7669999999999959,1,15,5,40.503599999999956
North West,272.797,274.797,2,1,16,5,42.503599999999956
North West,277.531,279.931,2.3999999999999773,1,17,5,44.90359999999993
North West,284.097,295.464,11.367000000000019,1,18,5,56.27059999999995
North West,304.097,305.23,1.1330000000000382,1,19,6,57.40359999999999
South East,33.0997,40.5329,7.433199999999999,1,1,1,7.433199999999999
South East,43.7996,44.7996,1,1,2,1,8.4332
South East,45.8662,46.8662,1,1,3,1,9.4332
South East,49.2328,51.0995,1.8667000000000016,1,4,1,11.299900000000001
South East,69.5327,70.966,1.4332999999999885,1,5,2,12.73319999999999
South East,71.9326,73.9659,2.033300000000011,1,6,2,14.7665
South East,74.8992,76.0326,1.1334000000000088,1,7,2,15.89990000000001
South East,92.6658,94.299,1.6332000000000022,1,8,2,17.53310000000001
South East,94.9657,95.9657,1,1,9,2,18.53310000000001
South East,125.299,127.099,1.7999999999999972,1,10,3,20.33310000000001
South East,127.732,135.865,8.13300000000001,1,11,3,28.46610000000002
South East,137.099,138.032,0.9330000000000211,1,12,3,29.39910000000004
South East,165.598,175.532,9.9339999999999975,1,13,3,39.33310000000004
South East,193.531,198.931,5.400000000000006,1,14,4,44.73310000000004
South East,202.031,202.865,0.8340000000000032,1,15,4,45.567100000000046
South East,208.931,211.098,2.1670000000000016,1,16,4,47.73410000000005
South East,234.164,236.231,2.0670000000000073,1,17,4,49.801100000000055
South East,248.231,250.098,1.8670000000000186,1,18,5,51.668100000000074
South East,296.23,297.464,1.2339999999999804,1,19,5,52.902100000000054
South East,300.03,300.864,0.8340000000000032,1,20,6,53.73610000000006
South East,305.964,307.597,1.6329999999999814,1,21,6,55.36910000000004
